Price,Mileage(miles),Registration_Year,Fuel type,Body type,Engine,Gearbox,Doors,Seats,Emission Class
2995,61038,18,Petrol,Hatchback,1.6,Manual,3.0,5.0,Euro 4
5099,67100,12,Petrol,Coupe,1.4,Automatic,3.0,5.0,Euro 5
2495,89500,20,Petrol,Coupe,1.8,Automatic,2.0,4.0,Euro 3
10895,74000,10,Diesel,Hatchback,2.0,Manual,5.0,5.0,Euro 6
7750,91350,11,Diesel,Estate,2.0,Manual,5.0,5.0,Euro 5
15000,109000,10,Diesel,Hatchback,3.0,Automatic,5.0,5.0,Euro 6
3450,61843,15,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 5
13995,106000,6,Petrol,Hatchback,1.3,Manual,5.0,5.0,Euro 6
8950,82856,11,Diesel,Saloon,2.1,Automatic,4.0,5.0,Euro 5
5500,62000,10,Diesel,Estate,1.5,Manual,5.0,5.0,Euro 5
2500,136842,11,Diesel,Estate,1.6,Manual,5.0,5.0,Euro 6
2995,61038,18,Petrol,Hatchback,1.6,Manual,3.0,5.0,Euro 4
3995,87986,15,Petrol,Convertible,1.2,Manual,2.0,4.0,Euro 5
5995,105000,15,Diesel,Estate,3.0,Automatic,5.0,5.0,Euro 5
3285,46477,14,Petrol,Hatchback,1.0,Manual,5.0,4.0,Euro 5
4995,54496,14,Petrol,Hatchback,1.2,Manual,3.0,4.0,Euro 5
1895,108000,14,Petrol,Hatchback,1.2,Manual,5.0,4.0,Euro 5
2995,93125,16,Diesel,SUV,2.0,Manual,5.0,5.0,Euro 4
2490,141000,19,Diesel,SUV,2.2,Manual,5.0,5.0,Euro 4
5495,95000,12,Diesel,Estate,1.6,Manual,5.0,5.0,Euro 5
2495,106000,15,Diesel,Hatchback,1.6,Manual,3.0,5.0,Euro 5
1695,80147,23,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 3
2150,100000,15,Petrol,Hatchback,1.0,Manual,3.0,4.0,Euro 4
2250,52200,18,Petrol,Hatchback,1.8,Manual,5.0,5.0,Euro 4
3995,87986,15,Petrol,Convertible,1.2,Manual,2.0,4.0,Euro 5
2995,79011,18,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 4
4195,112207,11,Diesel,Hatchback,1.4,Manual,5.0,5.0,Euro 5
6595,50181,12,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 5
5450,81000,14,Petrol,Hatchback,1.8,Manual,3.0,5.0,Euro 5
8900,94000,10,Diesel,Saloon,2.2,Automatic,4.0,5.0,Euro 5
1495,102000,16,Petrol,Hatchback,1.1,Manual,5.0,4.0,Euro 4
3990,47801,16,Petrol,Hatchback,1.3,Manual,5.0,5.0,Euro 4
7447,125000,6,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 6
8145,40000,12,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 5
3995,99000,12,Diesel,Hatchback,1.4,Manual,5.0,5.0,Euro 5
1499,113187,17,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4
10970,91000,6,Petrol,Hatchback,1.5,Manual,5.0,5.0,Euro 6
3495,85489,16,Petrol,Hatchback,1.3,Manual,3.0,4.0,Euro 4
2695,53000,16,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 4
4970,65400,10,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6
8000,71518,9,Petrol,Hatchback,2.0,Manual,5.0,5.0,Euro 6
11990,51098,8,Diesel,Hatchback,1.5,Manual,5.0,5.0,Euro 6
7699,93065,20,Petrol,Hatchback,2.0,Manual,3.0,4.0,Euro 3
8000,90000,13,Diesel,MPV,1.8,Automatic,5.0,5.0,Euro 5
5500,60270,13,Diesel,Saloon,1.7,Automatic,4.0,5.0,Euro 5
6499,55500,13,Diesel,Hatchback,2.0,Manual,3.0,5.0,Euro 5
4250,118000,12,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 5
10640,43456,7,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6
995,144100,18,Diesel,Saloon,2.0,Manual,4.0,5.0,Euro 4
3495,85489,16,Petrol,Hatchback,1.3,Manual,3.0,4.0,Euro 4
2995,79011,18,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 4
3995,124000,15,Diesel,SUV,2.0,Manual,5.0,5.0,Euro 5
7444,32046,9,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6
7995,75405,14,Diesel,SUV,2.0,Automatic,5.0,5.0,Euro 5
3895,53700,12,Petrol,Hatchback,1.0,Manual,5.0,4.0,Euro 5
7999,56425,8,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6
12490,54000,15,Diesel,SUV,3.0,Automatic,5.0,5.0,Euro 4
4495,92300,12,Diesel,Estate,2.0,Automatic,5.0,5.0,Euro 5
1795,125000,20,Diesel,SUV,2.5,Manual,5.0,5.0,Euro 2
2495,107000,13,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 5
2000,68000,16,Petrol,Convertible,1.6,Manual,2.0,4.0,Euro 5
995,144100,18,Diesel,Saloon,2.0,Manual,4.0,5.0,Euro 4
2995,79011,18,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 4
7990,80000,13,Petrol,Saloon,1.8,Manual,4.0,5.0,Euro 5
5999,71512,13,Diesel,SUV,2.2,Automatic,5.0,7.0,Euro 5
3950,17000,11,Petrol,Hatchback,1.0,Manual,3.0,4.0,Euro 5
7780,51700,9,Petrol,Hatchback,1.0,Manual,3.0,5.0,Euro 6
2499,104858,15,Diesel,Estate,1.5,Manual,5.0,5.0,Euro 4
3290,73001,13,Petrol,Hatchback,1.0,Manual,3.0,4.0,Euro 5
3450,131000,20,Diesel,Estate,2.0,Automatic,5.0,5.0,Euro 4
6495,95555,10,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 6
8995,125000,10,Diesel,Estate,2.2,Automatic,5.0,5.0,Euro 5
5995,94900,10,Diesel,SUV,1.5,Manual,5.0,5.0,Euro 6
1895,87100,20,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 4
2995,47988,16,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 4
2995,81224,19,Petrol,Hatchback,1.0,Manual,3.0,5.0,Euro 4
12800,57000,9,Diesel,Saloon,2.0,Manual,4.0,5.0,Euro 6
6250,81000,14,Diesel,Hatchback,2.0,Manual,3.0,5.0,Euro 5
1995,98885,15,Petrol,Convertible,1.6,Manual,2.0,4.0,Euro 5
1800,120000,15,Diesel,MPV,1.9,Automatic,5.0,7.0,Euro 4
6495,24629,14,Petrol,SUV,1.6,Manual,3.0,5.0,Euro 5
2699,77000,21,Petrol,Coupe,1.8,Automatic,2.0,4.0,Euro 3
4200,55635,13,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 5
9870,25224,11,Diesel,MPV,1.5,Manual,5.0,5.0,Euro 5
4993,116000,8,Diesel,Estate,1.6,Manual,5.0,5.0,Euro 6
1998,110000,17,Diesel,Hatchback,2.0,Manual,5.0,5.0,Euro 4
2395,130100,24,Petrol,Saloon,2.0,Manual,4.0,5.0,Euro 2
2995,81224,19,Petrol,Hatchback,1.0,Manual,3.0,5.0,Euro 4
2995,47988,16,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 4
3990,50562,13,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 5
6700,34685,8,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 6
8495,55400,10,Diesel,SUV,1.5,Manual,5.0,5.0,Euro 6
1795,49377,18,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 4
8495,70876,11,Diesel,SUV,2.0,Manual,5.0,5.0,Euro 5
5675,80000,12,Diesel,Hatchback,2.0,Manual,5.0,5.0,Euro 5
11225,57727,8,Petrol,Hatchback,1.0,Automatic,5.0,5.0,Euro 6
2495,68100,14,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 5
4785,66436,14,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 5
8995,71504,10,Diesel,MPV,1.6,Manual,5.0,7.0,Euro 6
795,274100,21,Petrol,Estate,2.4,Automatic,5.0,5.0,Euro 3
4990,67000,11,Petrol,Hatchback,1.4,Manual,3.0,4.0,Euro 5
3995,87986,15,Petrol,Convertible,1.2,Manual,2.0,4.0,Euro 5
5498,50600,11,Petrol,SUV,0.9,Manual,5.0,5.0,Euro 5
5750,67601,15,Petrol,Convertible,1.4,Automatic,2.0,4.0,Euro 5
2445,123000,17,Diesel,Hatchback,2.0,Manual,5.0,5.0,Euro 4
2550,69354,21,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4
7499,144000,14,Diesel,SUV,3.0,Automatic,5.0,7.0,Euro 5
7970,76000,6,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6
6700,64000,13,Diesel,Estate,1.6,Manual,5.0,5.0,Euro 5
4895,105000,14,Diesel,SUV,2.0,Manual,5.0,5.0,Euro 5
6390,92080,12,Diesel,Convertible,2.0,Manual,2.0,4.0,Euro 5
1495,108257,18,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4
795,274100,21,Petrol,Estate,2.4,Automatic,5.0,5.0,Euro 3
2995,81224,19,Petrol,Hatchback,1.0,Manual,3.0,5.0,Euro 4
10970,91000,6,Petrol,Hatchback,1.5,Manual,5.0,5.0,Euro 6
14250,71396,7,Diesel,SUV,2.0,Manual,5.0,5.0,Euro 6
6850,90000,12,Diesel,SUV,2.0,Manual,5.0,5.0,Euro 5
9250,79500,10,Diesel,Hatchback,1.5,Automatic,5.0,5.0,Euro 6
3495,25857,18,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 4
3240,86101,12,Diesel,SUV,2.2,Automatic,5.0,5.0,Euro 5
9995,54000,12,Diesel,Saloon,2.0,Automatic,4.0,5.0,Euro 5
7749,68085,12,Diesel,Saloon,2.2,Automatic,4.0,5.0,Euro 5
9395,109000,7,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 6
2695,146000,17,Petrol,Hatchback,2.0,Manual,3.0,5.0,Euro 4
2500,136842,11,Diesel,Estate,1.6,Manual,5.0,5.0,Euro 6
10970,91000,6,Petrol,Hatchback,1.5,Manual,5.0,5.0,Euro 6
2995,81224,19,Petrol,Hatchback,1.0,Manual,3.0,5.0,Euro 4
6990,32000,10,Petrol,Hatchback,0.9,Manual,3.0,4.0,Euro 6
1995,97100,15,Petrol,Hatchback,1.0,Manual,5.0,4.0,Euro 4
1195,167794,18,Diesel,Coupe,2.1,Automatic,2.0,4.0,Euro 4
2495,47530,17,Petrol,Hatchback,1.3,Manual,3.0,5.0,Euro 4
5970,102943,11,Diesel,Saloon,2.1,Automatic,4.0,5.0,Euro 5
6860,60000,10,Diesel,Estate,1.7,Manual,5.0,5.0,Euro 5
4695,82600,15,Diesel,Saloon,2.0,Manual,4.0,5.0,Euro 5
5777,45000,10,Petrol,MPV,1.4,Manual,5.0,5.0,Euro 6
3995,79980,15,Diesel,MPV,1.9,Automatic,5.0,7.0,Euro 4
7495,29000,11,Diesel,SUV,2.2,Manual,5.0,5.0,Euro 5
1895,87100,20,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 4
2995,81224,19,Petrol,Hatchback,1.0,Manual,3.0,5.0,Euro 4
3195,28408,20,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4
6500,98198,9,Diesel,SUV,1.7,Manual,5.0,5.0,Euro 6
9695,33465,8,Diesel,Hatchback,1.5,Manual,3.0,4.0,Euro 6
6295,137920,11,Diesel,Estate,2.0,Manual,5.0,5.0,Euro 6
3495,85489,16,Petrol,Hatchback,1.3,Manual,3.0,4.0,Euro 4
2667,88523,22,Petrol,Saloon,3.0,Automatic,4.0,5.0,Euro 3
4995,52505,12,Petrol,Hatchback,1.2,Manual,3.0,4.0,Euro 4
8700,30666,7,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6
11480,44006,10,Diesel,Saloon,2.0,Automatic,4.0,5.0,Euro 6
4495,148000,14,Diesel,SUV,2.2,Manual,5.0,5.0,Euro 5
11440,67748,7,Petrol,SUV,1.2,Manual,5.0,5.0,Euro 6
1895,87100,20,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 4
3195,28408,20,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4
7990,80000,13,Petrol,Saloon,1.8,Manual,4.0,5.0,Euro 5
10995,59800,8,Petrol,Hatchback,1.0,Manual,3.0,5.0,Euro 6
2495,68272,18,Petrol,Convertible,2.0,Manual,2.0,4.0,Euro 4
5595,51000,9,Petrol,Hatchback,1.0,Manual,5.0,4.0,Euro 6
7989,98235,7,Diesel,Saloon,1.6,Manual,4.0,5.0,Euro 6
8650,100000,10,Diesel,Hatchback,2.0,Manual,5.0,5.0,Euro 5
5995,94000,14,Diesel,Saloon,2.0,Manual,4.0,5.0,Euro 5
2995,79011,18,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 4
4550,76680,15,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 5
2995,125000,17,Diesel,SUV,3.0,Automatic,5.0,5.0,Euro 4
1895,87100,20,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 4
2995,47988,16,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 4
2995,81224,19,Petrol,Hatchback,1.0,Manual,3.0,5.0,Euro 4
2495,81025,16,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 4
3995,90851,14,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 5
16995,66229,8,Diesel,Saloon,2.0,Automatic,4.0,5.0,Euro 6
10750,39406,8,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 6
5249,65946,12,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 5
5100,49954,12,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 5
4999,140000,13,Diesel,Estate,2.0,Manual,5.0,5.0,Euro 5
7777,82000,10,Diesel,Hatchback,1.5,Manual,5.0,5.0,Euro 5
8500,27500,9,Petrol,Hatchback,1.0,Manual,3.0,5.0,Euro 6
4500,76988,14,Petrol,Hatchback,1.8,Manual,5.0,5.0,Euro 4
1990,120863,13,Petrol,Hatchback,1.1,Manual,3.0,5.0,Euro 5
2995,81224,19,Petrol,Hatchback,1.0,Manual,3.0,5.0,Euro 4
3995,87986,15,Petrol,Convertible,1.2,Manual,2.0,4.0,Euro 5
15500,6,21,Petrol,Saloon,1.8,Manual,4.0,5.0,Euro 3
5595,96541,16,Diesel,SUV,2.0,Automatic,5.0,5.0,Euro 5
13998,20194,5,Petrol,SUV,1.0,Manual,5.0,5.0,Euro 6
10500,82000,11,Diesel,SUV,2.0,Automatic,5.0,5.0,Euro 5
6895,82000,12,Diesel,SUV,1.7,Manual,5.0,5.0,Euro 5
2895,98172,17,Petrol,Hatchback,1.3,Manual,5.0,5.0,Euro 4
6995,140735,10,Diesel,Estate,2.0,Manual,5.0,5.0,Euro 6
3695,84000,12,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 5
16000,63000,11,Diesel,SUV,3.0,Automatic,5.0,4.0,Euro 5
2395,130100,24,Petrol,Saloon,2.0,Manual,4.0,5.0,Euro 2
10970,91000,6,Petrol,Hatchback,1.5,Manual,5.0,5.0,Euro 6
2995,81224,19,Petrol,Hatchback,1.0,Manual,3.0,5.0,Euro 4
13444,78000,11,Diesel,Coupe,2.0,Automatic,2.0,4.0,Euro 6
4950,71898,11,Petrol,Hatchback,1.0,Manual,3.0,5.0,Euro 5
2995,68000,17,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 4
4000,144000,13,Diesel,MPV,1.6,Manual,5.0,7.0,Euro 5
11750,94000,10,Diesel,Saloon,2.0,Manual,4.0,5.0,Euro 6
6995,84000,8,Diesel,Hatchback,1.4,Manual,5.0,5.0,Euro 6
4995,106289,14,Petrol,Hatchback,1.6,Manual,3.0,4.0,Euro 5
3495,77900,16,Diesel,Hatchback,1.4,Manual,5.0,5.0,Euro 4
2250,52200,18,Petrol,Hatchback,1.8,Manual,5.0,5.0,Euro 4
2995,81224,19,Petrol,Hatchback,1.0,Manual,3.0,5.0,Euro 4
3495,85489,16,Petrol,Hatchback,1.3,Manual,3.0,4.0,Euro 4
5395,50213,14,Petrol,Hatchback,1.3,Manual,5.0,5.0,Euro 5
1995,69400,19,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 4
5995,46107,11,Diesel,SUV,1.4,Manual,5.0,5.0,Euro 5
2995,81224,19,Petrol,Hatchback,1.0,Manual,3.0,5.0,Euro 4
17990,9669,6,Diesel,SUV,1.5,Manual,5.0,5.0,Euro 6
3295,93000,18,Petrol,Convertible,1.8,Automatic,2.0,2.0,Euro 4
8175,60800,10,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6
17000,17670,5,Petrol,Hatchback,1.4,Manual,3.0,4.0,Euro 6
8290,60000,8,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 6
3895,104000,12,Diesel,MPV,1.6,Manual,5.0,5.0,Euro 5
795,274100,21,Petrol,Estate,2.4,Automatic,5.0,5.0,Euro 3
3495,85489,16,Petrol,Hatchback,1.3,Manual,3.0,4.0,Euro 4
2995,47988,16,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 4
7495,67000,15,Diesel,SUV,2.0,Automatic,5.0,5.0,Euro 5
3150,43500,10,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 5
6990,47000,13,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 5
3995,102000,12,Diesel,Estate,1.6,Manual,5.0,5.0,Euro 5
1695,96000,20,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 4
11995,72000,9,Petrol,Saloon,2.0,Automatic,4.0,5.0,Euro 6
7637,84800,9,Diesel,Hatchback,2.0,Manual,5.0,5.0,Euro 6
7490,82250,11,Petrol,Hatchback,1.5,Manual,3.0,4.0,Euro 6
5495,48000,9,Petrol,Hatchback,0.9,Manual,5.0,5.0,Euro 6
7295,51733,11,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 5
2250,52200,18,Petrol,Hatchback,1.8,Manual,5.0,5.0,Euro 4
2995,47988,16,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 4
4990,67000,11,Petrol,Hatchback,1.4,Manual,3.0,4.0,Euro 5
9949,74854,11,Diesel,Saloon,2.1,Automatic,4.0,5.0,Euro 5
1650,102000,17,Diesel,Saloon,2.0,Manual,4.0,5.0,Euro 4
3500,67995,17,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 4
5234,56883,14,Diesel,Hatchback,1.6,Manual,3.0,5.0,Euro 5
8099,58214,11,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 6
2395,92000,19,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 4
10195,60650,6,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6
8079,55390,8,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6
3295,116000,11,Diesel,Coupe,2.0,Manual,3.0,5.0,Euro 5
2250,52200,18,Petrol,Hatchback,1.8,Manual,5.0,5.0,Euro 4
3495,85489,16,Petrol,Hatchback,1.3,Manual,3.0,4.0,Euro 4
4990,67000,11,Petrol,Hatchback,1.4,Manual,3.0,4.0,Euro 5
14695,54000,6,Diesel,Hatchback,1.5,Manual,5.0,5.0,Euro 6
6490,93000,11,Diesel,SUV,1.7,Manual,5.0,5.0,Euro 5
8495,72000,11,Diesel,Estate,1.6,Manual,5.0,5.0,Euro 5
12950,77600,11,Diesel,Hatchback,2.0,Manual,5.0,5.0,Euro 6
18750,12875,3,Petrol Hybrid,SUV,1.0,Manual,5.0,5.0,Euro 6
5395,60582,13,Diesel,MPV,2.0,Manual,5.0,7.0,Euro 5
5500,118000,15,Diesel,Hatchback,2.0,Manual,5.0,5.0,Euro 5
2495,83000,11,Petrol,Hatchback,1.0,Manual,5.0,4.0,Euro 5
2875,143000,18,Diesel,SUV,2.2,Manual,5.0,5.0,Euro 4
10995,72894,13,Diesel,Saloon,3.0,Automatic,4.0,5.0,Euro 5
2490,42800,18,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 4
4990,67000,11,Petrol,Hatchback,1.4,Manual,3.0,4.0,Euro 5
7990,80000,13,Petrol,Saloon,1.8,Manual,4.0,5.0,Euro 5
2499,79972,19,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 4
3550,95200,19,Diesel,Hatchback,1.4,Automatic,5.0,5.0,Euro 4
7547,122000,13,Diesel,SUV,2.2,Automatic,5.0,5.0,Euro 5
8990,46284,11,Petrol,Coupe,1.6,Automatic,2.0,4.0,Euro 5
2950,59000,13,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 5
9490,32000,14,Diesel,Saloon,2.1,Automatic,4.0,5.0,Euro 5
5995,77570,11,Diesel,Hatchback,1.6,Manual,3.0,5.0,Euro 5
4495,81222,14,Diesel,Hatchback,2.0,Automatic,5.0,5.0,Euro 5
5695,108582,14,Diesel,Hatchback,2.0,Manual,3.0,4.0,Euro 5
1499,113187,17,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4
7990,80000,13,Petrol,Saloon,1.8,Manual,4.0,5.0,Euro 5
2995,81224,19,Petrol,Hatchback,1.0,Manual,3.0,5.0,Euro 4
3995,45000,11,Petrol,Hatchback,1.0,Manual,5.0,4.0,Euro 5
2395,85693,17,Petrol,Hatchback,1.0,Manual,3.0,5.0,Euro 4
8990,50000,14,Diesel,Coupe,2.1,Automatic,2.0,4.0,Euro 5
3290,139142,18,Diesel,Estate,3.0,Automatic,5.0,5.0,Euro 4
6495,53000,11,Diesel,Hatchback,1.5,Manual,5.0,5.0,Euro 5
2495,85556,14,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 5
6250,83650,10,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 6
9800,67000,14,Petrol,Saloon,2.0,Automatic,4.0,5.0,Euro 5
3695,113000,16,Petrol,Hatchback,2.0,Manual,3.0,4.0,Euro 4
14900,94000,7,Diesel,SUV,2.0,Automatic,5.0,5.0,Euro 6
2395,130100,24,Petrol,Saloon,2.0,Manual,4.0,5.0,Euro 2
4990,67000,11,Petrol,Hatchback,1.4,Manual,3.0,4.0,Euro 5
10970,91000,6,Petrol,Hatchback,1.5,Manual,5.0,5.0,Euro 6
10975,37334,10,Diesel,Hatchback,1.5,Manual,5.0,5.0,Euro 5
7390,46760,11,Diesel,MPV,1.6,Manual,5.0,5.0,Euro 5
5990,96600,9,Petrol,SUV,1.0,Manual,5.0,5.0,Euro 5
3999,132000,18,Diesel,SUV,2.7,Automatic,5.0,5.0,Euro 4
1895,75290,19,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 4
3300,89390,11,Petrol,Hatchback,1.2,Manual,3.0,4.0,Euro 5
3950,90000,12,Diesel,Estate,1.7,Manual,5.0,5.0,Euro 5
8595,93000,10,Diesel,Hatchback,1.5,Manual,5.0,5.0,Euro 5
5195,46000,15,Petrol,Hatchback,1.6,Manual,3.0,4.0,Euro 5
6150,65414,11,Petrol,Hatchback,1.3,Manual,5.0,5.0,Euro 5
995,144100,18,Diesel,Saloon,2.0,Manual,4.0,5.0,Euro 4
10970,91000,6,Petrol,Hatchback,1.5,Manual,5.0,5.0,Euro 6
2995,61038,18,Petrol,Hatchback,1.6,Manual,3.0,5.0,Euro 4
4295,94000,11,Petrol,MPV,1.4,Manual,5.0,5.0,Euro 5
6970,49485,8,Petrol,Hatchback,1.2,Manual,3.0,4.0,Euro 6
6950,64818,9,Petrol,Hatchback,1.5,Manual,5.0,5.0,Euro 6
7470,58277,11,Petrol,SUV,1.6,Manual,5.0,5.0,Euro 5
7495,73000,13,Diesel,SUV,2.2,Manual,5.0,5.0,Euro 6
5950,71000,12,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 5
15990,40800,4,Petrol,SUV,1.2,Manual,5.0,5.0,Euro 6
4670,74717,13,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 5
6750,54500,13,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 5
2500,136842,11,Diesel,Estate,1.6,Manual,5.0,5.0,Euro 6
2995,61038,18,Petrol,Hatchback,1.6,Manual,3.0,5.0,Euro 4
7990,80000,13,Petrol,Saloon,1.8,Manual,4.0,5.0,Euro 5
4450,135000,21,Diesel,SUV,3.0,Automatic,5.0,5.0,Euro 4
9490,51000,13,Diesel,Saloon,2.0,Automatic,4.0,5.0,Euro 5
3995,83000,14,Petrol,Hatchback,2.0,Manual,5.0,5.0,Euro 5
6495,87000,12,Diesel,Estate,1.7,Automatic,5.0,5.0,Euro 5
7250,106000,13,Diesel,SUV,2.2,Manual,5.0,5.0,Euro 5
1700,94000,16,Petrol,Hatchback,1.2,Manual,5.0,4.0,Euro 4
9850,90000,11,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 5
3995,119000,10,Diesel,Hatchback,2.0,Manual,5.0,5.0,Euro 5
7350,39488,12,Diesel,Saloon,1.6,Manual,4.0,5.0,Euro 5
10495,70950,12,Diesel,Coupe,2.0,Automatic,2.0,4.0,Euro 6
1990,120863,13,Petrol,Hatchback,1.1,Manual,3.0,5.0,Euro 5
7990,80000,13,Petrol,Saloon,1.8,Manual,4.0,5.0,Euro 5
3195,28408,20,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4
7000,55000,11,Petrol,Hatchback,1.3,Manual,5.0,5.0,Euro 5
9850,83000,12,Diesel,Saloon,2.0,Automatic,4.0,5.0,Euro 5
8500,111000,10,Diesel,Coupe,2.1,Automatic,2.0,4.0,Euro 6
7760,58000,12,Petrol,Hatchback,1.6,Manual,3.0,4.0,Euro 5
11995,79000,5,Petrol,Hatchback,1.5,Manual,5.0,5.0,Euro 6
1895,77000,23,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 3
6990,41163,11,Petrol,MPV,1.8,Manual,5.0,7.0,Euro 4
9499,30106,8,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6
1995,84641,19,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 4
15995,60000,5,Petrol,SUV,1.5,Manual,5.0,5.0,Euro 6
1990,120863,13,Petrol,Hatchback,1.1,Manual,3.0,5.0,Euro 5
3195,28408,20,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4
4990,67000,11,Petrol,Hatchback,1.4,Manual,3.0,4.0,Euro 5
5940,59623,11,Petrol,Hatchback,1.2,Manual,3.0,4.0,Euro 6
3795,64715,17,Diesel,MPV,1.6,Automatic,5.0,5.0,Euro 4
3995,54442,16,Diesel,Hatchback,1.4,Manual,5.0,5.0,Euro 4
3795,64000,23,Diesel,Saloon,3.2,Automatic,4.0,4.0,Euro 2
7149,22000,11,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 5
2890,63000,22,Petrol,Coupe,1.8,Automatic,2.0,4.0,Euro 3
5495,177000,15,Diesel,Coupe,3.0,Manual,2.0,4.0,Euro 5
4650,66018,13,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 5
13993,80000,12,Diesel,SUV,2.2,Automatic,5.0,5.0,Euro 5
9750,80000,9,Diesel,Saloon,2.0,Manual,4.0,5.0,Euro 6
1895,87100,20,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 4
2995,61038,18,Petrol,Hatchback,1.6,Manual,3.0,5.0,Euro 4
3195,28408,20,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4
11995,78000,6,Petrol,Hatchback,1.5,Manual,5.0,5.0,Euro 6
14975,10067,5,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6
6000,68000,10,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 6
